name,type_1,type_2,ability,bst,pokedex_description,sprite_front,sprite_shiny,sprite_back,sprite_back_shiny
graveler,rock,ground,rock-head,390,Rolls down slopes to move. It rolls over any obstacle without slowing or changing its direction.,https://img.pokemondb.net/sprites/black-white/normal/graveler.png,https://img.pokemondb.net/sprites/black-white/shiny/graveler.png,https://img.pokemondb.net/sprites/black-white/back-normal/graveler.png,https://img.pokemondb.net/sprites/black-white/back-shiny/graveler.png
golem,rock,ground,rock-head,495,Its boulder-like body is extremely hard. It can easily withstand dynamite blasts without damage.,https://img.pokemondb.net/sprites/black-white/normal/golem.png,https://img.pokemondb.net/sprites/black-white/shiny/golem.png,https://img.pokemondb.net/sprites/black-white/back-normal/golem.png,https://img.pokemondb.net/sprites/black-white/back-shiny/golem.png
ponyta,fire,,run-away,410,Its hooves are 10 times harder than diamonds. It can trample anything completely flat in little time.,https://img.pokemondb.net/sprites/black-white/normal/ponyta.png,https://img.pokemondb.net/sprites/black-white/shiny/ponyta.png,https://img.pokemondb.net/sprites/black-white/back-normal/ponyta.png,https://img.pokemondb.net/sprites/black-white/back-shiny/ponyta.png
rapidash,fire,,run-away,500,"Very competitive, this POKéMON will chase anything that moves fast in the hopes of racing it.",https://img.pokemondb.net/sprites/black-white/normal/rapidash.png,https://img.pokemondb.net/sprites/black-white/shiny/rapidash.png,https://img.pokemondb.net/sprites/black-white/back-normal/rapidash.png,https://img.pokemondb.net/sprites/black-white/back-shiny/rapidash.png
slowpoke,water,psychic,oblivious,315,Incredibly slow and dopey. It takes 5 seconds for it to feel pain when under attack.,https://img.pokemondb.net/sprites/black-white/normal/slowpoke.png,https://img.pokemondb.net/sprites/black-white/shiny/slowpoke.png,https://img.pokemondb.net/sprites/black-white/back-normal/slowpoke.png,https://img.pokemondb.net/sprites/black-white/back-shiny/slowpoke.png
slowbro,water,psychic,oblivious,490,The SHELLDER that is latched onto SLOWPOKE's tail is said to feed on the host's left over scraps.,https://img.pokemondb.net/sprites/black-white/normal/slowbro.png,https://img.pokemondb.net/sprites/black-white/shiny/slowbro.png,https://img.pokemondb.net/sprites/black-white/back-normal/slowbro.png,https://img.pokemondb.net/sprites/black-white/back-shiny/slowbro.png
magnemite,electric,steel,magnet-pull,325,Uses anti-gravity to stay suspended. Appears without warning and uses THUNDER WAVE and similar moves.,https://img.pokemondb.net/sprites/black-white/normal/magnemite.png,https://img.pokemondb.net/sprites/black-white/shiny/magnemite.png,https://img.pokemondb.net/sprites/black-white/back-normal/magnemite.png,https://img.pokemondb.net/sprites/black-white/back-shiny/magnemite.png
magneton,electric,steel,magnet-pull,465,Formed by several MAGNEMITEs linked together. They frequently appear when sunspots flare up.,https://img.pokemondb.net/sprites/black-white/normal/magneton.png,https://img.pokemondb.net/sprites/black-white/shiny/magneton.png,https://img.pokemondb.net/sprites/black-white/back-normal/magneton.png,https://img.pokemondb.net/sprites/black-white/back-shiny/magneton.png
farfetchd,normal,flying,keen-eye,377,The sprig of green onions it holds is its weapon. It is used much like a metal sword.,https://img.pokemondb.net/sprites/black-white/normal/farfetchd.png,https://img.pokemondb.net/sprites/black-white/shiny/farfetchd.png,https://img.pokemondb.net/sprites/black-white/back-normal/farfetchd.png,https://img.pokemondb.net/sprites/black-white/back-shiny/farfetchd.png
doduo,normal,flying,run-away,310,A bird that makes up for its poor flying with its fast foot speed. Leaves giant footprints.,https://img.pokemondb.net/sprites/black-white/normal/doduo.png,https://img.pokemondb.net/sprites/black-white/shiny/doduo.png,https://img.pokemondb.net/sprites/black-white/back-normal/doduo.png,https://img.pokemondb.net/sprites/black-white/back-shiny/doduo.png
dodrio,normal,flying,run-away,470,"Uses its three brains to execute complex plans. While two heads sleep, one head stays awake.",https://img.pokemondb.net/sprites/black-white/normal/dodrio.png,https://img.pokemondb.net/sprites/black-white/shiny/dodrio.png,https://img.pokemondb.net/sprites/black-white/back-normal/dodrio.png,https://img.pokemondb.net/sprites/black-white/back-shiny/dodrio.png
seel,water,,thick-fat,325,The protruding horn on its head is very hard. It is used for bashing through thick ice.,https://img.pokemondb.net/sprites/black-white/normal/seel.png,https://img.pokemondb.net/sprites/black-white/shiny/seel.png,https://img.pokemondb.net/sprites/black-white/back-normal/seel.png,https://img.pokemondb.net/sprites/black-white/back-shiny/seel.png
dewgong,water,ice,thick-fat,475,Stores thermal energy in its body. Swims at a steady 8 knots even in intensely cold waters.,https://img.pokemondb.net/sprites/black-white/normal/dewgong.png,https://img.pokemondb.net/sprites/black-white/shiny/dewgong.png,https://img.pokemondb.net/sprites/black-white/back-normal/dewgong.png,https://img.pokemondb.net/sprites/black-white/back-shiny/dewgong.png
grimer,poison,,stench,325,Appears in filthy areas. Thrives by sucking up polluted sludge that is pumped out of factories.,https://img.pokemondb.net/sprites/black-white/normal/grimer.png,https://img.pokemondb.net/sprites/black-white/shiny/grimer.png,https://img.pokemondb.net/sprites/black-white/back-normal/grimer.png,https://img.pokemondb.net/sprites/black-white/back-shiny/grimer.png
muk,poison,,stench,500,"Thickly covered with a filthy, vile sludge. It is so toxic, even its footprints contain poison.",https://img.pokemondb.net/sprites/black-white/normal/muk.png,https://img.pokemondb.net/sprites/black-white/shiny/muk.png,https://img.pokemondb.net/sprites/black-white/back-normal/muk.png,https://img.pokemondb.net/sprites/black-white/back-shiny/muk.png
shellder,water,,shell-armor,305,Its hard shell repels any kind of attack. It is vulnerable only when its shell is open.,https://img.pokemondb.net/sprites/black-white/normal/shellder.png,https://img.pokemondb.net/sprites/black-white/shiny/shellder.png,https://img.pokemondb.net/sprites/black-white/back-normal/shellder.png,https://img.pokemondb.net/sprites/black-white/back-shiny/shellder.png
cloyster,water,ice,shell-armor,525,"When attacked, it launches its horns in quick volleys. Its innards have never been seen.",https://img.pokemondb.net/sprites/black-white/normal/cloyster.png,https://img.pokemondb.net/sprites/black-white/shiny/cloyster.png,https://img.pokemondb.net/sprites/black-white/back-normal/cloyster.png,https://img.pokemondb.net/sprites/black-white/back-shiny/cloyster.png
gastly,ghost,poison,levitate,310,"Almost invisible, this gaseous POKéMON cloaks the target and puts it to sleep without notice.",https://img.pokemondb.net/sprites/black-white/normal/gastly.png,https://img.pokemondb.net/sprites/black-white/shiny/gastly.png,https://img.pokemondb.net/sprites/black-white/back-normal/gastly.png,https://img.pokemondb.net/sprites/black-white/back-shiny/gastly.png
haunter,ghost,poison,levitate,405,"Because of its ability to slip through block walls, it is said to be from an­ other dimension.",https://img.pokemondb.net/sprites/black-white/normal/haunter.png,https://img.pokemondb.net/sprites/black-white/shiny/haunter.png,https://img.pokemondb.net/sprites/black-white/back-normal/haunter.png,https://img.pokemondb.net/sprites/black-white/back-shiny/haunter.png
gengar,ghost,poison,cursed-body,500,"Under a full moon, this POKéMON likes to mimic the shadows of people and laugh at their fright.",https://img.pokemondb.net/sprites/black-white/normal/gengar.png,https://img.pokemondb.net/sprites/black-white/shiny/gengar.png,https://img.pokemondb.net/sprites/black-white/back-normal/gengar.png,https://img.pokemondb.net/sprites/black-white/back-shiny/gengar.png
onix,rock,ground,rock-head,385,"As it grows, the stone portions of its body harden to become similar to a diamond, but colored black.",https://img.pokemondb.net/sprites/black-white/normal/onix.png,https://img.pokemondb.net/sprites/black-white/shiny/onix.png,https://img.pokemondb.net/sprites/black-white/back-normal/onix.png,https://img.pokemondb.net/sprites/black-white/back-shiny/onix.png
drowzee,psychic,,insomnia,328,Puts enemies to sleep then eats their dreams. Occasionally gets sick from eating bad dreams.,https://img.pokemondb.net/sprites/black-white/normal/drowzee.png,https://img.pokemondb.net/sprites/black-white/shiny/drowzee.png,https://img.pokemondb.net/sprites/black-white/back-normal/drowzee.png,https://img.pokemondb.net/sprites/black-white/back-shiny/drowzee.png
hypno,psychic,,insomnia,483,"When it locks eyes with an enemy, it will use a mix of PSI moves such as HYPNOSIS and CONFUSION.",https://img.pokemondb.net/sprites/black-white/normal/hypno.png,https://img.pokemondb.net/sprites/black-white/shiny/hypno.png,https://img.pokemondb.net/sprites/black-white/back-normal/hypno.png,https://img.pokemondb.net/sprites/black-white/back-shiny/hypno.png
krabby,water,,hyper-cutter,325,"Its pincers are not only powerful weapons, they are used for balance when walking sideways.",https://img.pokemondb.net/sprites/black-white/normal/krabby.png,https://img.pokemondb.net/sprites/black-white/shiny/krabby.png,https://img.pokemondb.net/sprites/black-white/back-normal/krabby.png,https://img.pokemondb.net/sprites/black-white/back-shiny/krabby.png
kingler,water,,hyper-cutter,475,"The large pincer has 10000 hp of crushing power. However, its huge size makes it unwieldy to use.",https://img.pokemondb.net/sprites/black-white/normal/kingler.png,https://img.pokemondb.net/sprites/black-white/shiny/kingler.png,https://img.pokemondb.net/sprites/black-white/back-normal/kingler.png,https://img.pokemondb.net/sprites/black-white/back-shiny/kingler.png
voltorb,electric,,soundproof,330,"Usually found in power plants. Easily mistaken for a POKé BALL, they have zapped many people.",https://img.pokemondb.net/sprites/black-white/normal/voltorb.png,https://img.pokemondb.net/sprites/black-white/shiny/voltorb.png,https://img.pokemondb.net/sprites/black-white/back-normal/voltorb.png,https://img.pokemondb.net/sprites/black-white/back-shiny/voltorb.png
electrode,electric,,soundproof,490,It stores electric energy under very high pressure. It often explodes with little or no provocation.,https://img.pokemondb.net/sprites/black-white/normal/electrode.png,https://img.pokemondb.net/sprites/black-white/shiny/electrode.png,https://img.pokemondb.net/sprites/black-white/back-normal/electrode.png,https://img.pokemondb.net/sprites/black-white/back-shiny/electrode.png
exeggcute,grass,psychic,chlorophyll,325,"Often mistaken for eggs. When disturbed, they quickly gather and attack in swarms.",https://img.pokemondb.net/sprites/black-white/normal/exeggcute.png,https://img.pokemondb.net/sprites/black-white/shiny/exeggcute.png,https://img.pokemondb.net/sprites/black-white/back-normal/exeggcute.png,https://img.pokemondb.net/sprites/black-white/back-shiny/exeggcute.png
exeggutor,grass,psychic,chlorophyll,530,"Legend has it that on rare occasions, one of its heads will drop off and continue on as an EXEGGCUTE.",https://img.pokemondb.net/sprites/black-white/normal/exeggutor.png,https://img.pokemondb.net/sprites/black-white/shiny/exeggutor.png,https://img.pokemondb.net/sprites/black-white/back-normal/exeggutor.png,https://img.pokemondb.net/sprites/black-white/back-shiny/exeggutor.png
cubone,ground,,rock-head,320,"Because it never removes its skull helmet, no one has ever seen this POKéMON's real face.",https://img.pokemondb.net/sprites/black-white/normal/cubone.png,https://img.pokemondb.net/sprites/black-white/shiny/cubone.png,https://img.pokemondb.net/sprites/black-white/back-normal/cubone.png,https://img.pokemondb.net/sprites/black-white/back-shiny/cubone.png
marowak,ground,,rock-head,425,The bone it holds is its key weapon. It throws the bone skillfully like a boomerang to KO targets.,https://img.pokemondb.net/sprites/black-white/normal/marowak.png,https://img.pokemondb.net/sprites/black-white/shiny/marowak.png,https://img.pokemondb.net/sprites/black-white/back-normal/marowak.png,https://img.pokemondb.net/sprites/black-white/back-shiny/marowak.png
hitmonlee,fighting,,limber,455,"When in a hurry, its legs lengthen progressively. It runs smoothly with extra long, loping strides.",https://img.pokemondb.net/sprites/black-white/normal/hitmonlee.png,https://img.pokemondb.net/sprites/black-white/shiny/hitmonlee.png,https://img.pokemondb.net/sprites/black-white/back-normal/hitmonlee.png,https://img.pokemondb.net/sprites/black-white/back-shiny/hitmonlee.png
hitmonchan,fighting,,keen-eye,455,"While apparently doing nothing, it fires punches in lightning fast volleys that are impossible to see.",https://img.pokemondb.net/sprites/black-white/normal/hitmonchan.png,https://img.pokemondb.net/sprites/black-white/shiny/hitmonchan.png,https://img.pokemondb.net/sprites/black-white/back-normal/hitmonchan.png,https://img.pokemondb.net/sprites/black-white/back-shiny/hitmonchan.png
lickitung,normal,,own-tempo,385,Its tongue can be extended like a chameleon's. It leaves a tingling sensation when it licks enemies.,https://img.pokemondb.net/sprites/black-white/normal/lickitung.png,https://img.pokemondb.net/sprites/black-white/shiny/lickitung.png,https://img.pokemondb.net/sprites/black-white/back-normal/lickitung.png,https://img.pokemondb.net/sprites/black-white/back-shiny/lickitung.png
koffing,poison,,levitate,340,"Because it stores several kinds of toxic gases in its body, it is prone to exploding without warning.",https://img.pokemondb.net/sprites/black-white/normal/koffing.png,https://img.pokemondb.net/sprites/black-white/shiny/koffing.png,https://img.pokemondb.net/sprites/black-white/back-normal/koffing.png,https://img.pokemondb.net/sprites/black-white/back-shiny/koffing.png
weezing,poison,,levitate,490,"Where two kinds of poison gases meet, 2 KOFFINGs can fuse into a WEEZING over many years.",https://img.pokemondb.net/sprites/black-white/normal/weezing.png,https://img.pokemondb.net/sprites/black-white/shiny/weezing.png,https://img.pokemondb.net/sprites/black-white/back-normal/weezing.png,https://img.pokemondb.net/sprites/black-white/back-shiny/weezing.png
rhyhorn,ground,rock,lightning-rod,345,"A POKéMON with a one-track mind. Once it charges,  it won't stop running until it falls asleep.",https://img.pokemondb.net/sprites/black-white/normal/rhyhorn.png,https://img.pokemondb.net/sprites/black-white/shiny/rhyhorn.png,https://img.pokemondb.net/sprites/black-white/back-normal/rhyhorn.png,https://img.pokemondb.net/sprites/black-white/back-shiny/rhyhorn.png
rhydon,ground,rock,lightning-rod,485,"Protected by an armor-like hide, it is capable of living in molten lava of 3,600 degrees.",https://img.pokemondb.net/sprites/black-white/normal/rhydon.png,https://img.pokemondb.net/sprites/black-white/shiny/rhydon.png,https://img.pokemondb.net/sprites/black-white/back-normal/rhydon.png,https://img.pokemondb.net/sprites/black-white/back-shiny/rhydon.png
chansey,normal,,natural-cure,450,A rare and elusive POKéMON that is said to bring happiness to those who manage to get it.,https://img.pokemondb.net/sprites/black-white/normal/chansey.png,https://img.pokemondb.net/sprites/black-white/shiny/chansey.png,https://img.pokemondb.net/sprites/black-white/back-normal/chansey.png,https://img.pokemondb.net/sprites/black-white/back-shiny/chansey.png
tangela,grass,,chlorophyll,435,The whole body is swathed with wide vines that are similar to sea­ weed. Its vines shake as it walks.,https://img.pokemondb.net/sprites/black-white/normal/tangela.png,https://img.pokemondb.net/sprites/black-white/shiny/tangela.png,https://img.pokemondb.net/sprites/black-white/back-normal/tangela.png,https://img.pokemondb.net/sprites/black-white/back-shiny/tangela.png
kangaskhan,normal,,early-bird,490,The infant rarely ventures out of its mother's protective pouch until it is 3 years old.,https://img.pokemondb.net/sprites/black-white/normal/kangaskhan.png,https://img.pokemondb.net/sprites/black-white/shiny/kangaskhan.png,https://img.pokemondb.net/sprites/black-white/back-normal/kangaskhan.png,https://img.pokemondb.net/sprites/black-white/back-shiny/kangaskhan.png
horsea,water,,swift-swim,295,Known to shoot down flying bugs with precision blasts of ink from the surface of the water.,https://img.pokemondb.net/sprites/black-white/normal/horsea.png,https://img.pokemondb.net/sprites/black-white/shiny/horsea.png,https://img.pokemondb.net/sprites/black-white/back-normal/horsea.png,https://img.pokemondb.net/sprites/black-white/back-shiny/horsea.png
seadra,water,,poison-point,440,Capable of swim­ ming backwards by rapidly flapping its wing-like pectoral fins and stout tail.,https://img.pokemondb.net/sprites/black-white/normal/seadra.png,https://img.pokemondb.net/sprites/black-white/shiny/seadra.png,https://img.pokemondb.net/sprites/black-white/back-normal/seadra.png,https://img.pokemondb.net/sprites/black-white/back-shiny/seadra.png
goldeen,water,,swift-swim,320,"Its tail fin billows like an elegant ballroom dress, giving it the nickname of the Water Queen.",https://img.pokemondb.net/sprites/black-white/normal/goldeen.png,https://img.pokemondb.net/sprites/black-white/shiny/goldeen.png,https://img.pokemondb.net/sprites/black-white/back-normal/goldeen.png,https://img.pokemondb.net/sprites/black-white/back-shiny/goldeen.png
seaking,water,,swift-swim,450,"In the autumn spawning season, they can be seen swimming power­ fully up rivers and creeks.",https://img.pokemondb.net/sprites/black-white/normal/seaking.png,https://img.pokemondb.net/sprites/black-white/shiny/seaking.png,https://img.pokemondb.net/sprites/black-white/back-normal/seaking.png,https://img.pokemondb.net/sprites/black-white/back-shiny/seaking.png
staryu,water,,illuminate,340,An enigmatic POKéMON that can effortlessly regenerate any appendage it loses in battle.,https://img.pokemondb.net/sprites/black-white/normal/staryu.png,https://img.pokemondb.net/sprites/black-white/shiny/staryu.png,https://img.pokemondb.net/sprites/black-white/back-normal/staryu.png,https://img.pokemondb.net/sprites/black-white/back-shiny/staryu.png
starmie,water,psychic,illuminate,520,Its central core glows with the seven colors of the rainbow. Some people value the core as a gem.,https://img.pokemondb.net/sprites/black-white/normal/starmie.png,https://img.pokemondb.net/sprites/black-white/shiny/starmie.png,https://img.pokemondb.net/sprites/black-white/back-normal/starmie.png,https://img.pokemondb.net/sprites/black-white/back-shiny/starmie.png
mr-mime,psychic,fairy,soundproof,460,"If interrupted while it is miming, it will slap around the offender with its broad hands.",https://img.pokemondb.net/sprites/black-white/normal/mr-mime.png,https://img.pokemondb.net/sprites/black-white/shiny/mr-mime.png,https://img.pokemondb.net/sprites/black-white/back-normal/mr-mime.png,https://img.pokemondb.net/sprites/black-white/back-shiny/mr-mime.png
scyther,bug,flying,swarm,500,"With ninja-like agility and speed, it can create the illusion that there is more than one.",https://img.pokemondb.net/sprites/black-white/normal/scyther.png,https://img.pokemondb.net/sprites/black-white/shiny/scyther.png,https://img.pokemondb.net/sprites/black-white/back-normal/scyther.png,https://img.pokemondb.net/sprites/black-white/back-shiny/scyther.png
jynx,ice,psychic,oblivious,455,It seductively wiggles its hips as it walks. It can cause people to dance in unison with it.,https://img.pokemondb.net/sprites/black-white/normal/jynx.png,https://img.pokemondb.net/sprites/black-white/shiny/jynx.png,https://img.pokemondb.net/sprites/black-white/back-normal/jynx.png,https://img.pokemondb.net/sprites/black-white/back-shiny/jynx.png
electabuzz,electric,,static,490,"Normally found near power plants, they can wander away and cause major blackouts in cities.",https://img.pokemondb.net/sprites/black-white/normal/electabuzz.png,https://img.pokemondb.net/sprites/black-white/shiny/electabuzz.png,https://img.pokemondb.net/sprites/black-white/back-normal/electabuzz.png,https://img.pokemondb.net/sprites/black-white/back-shiny/electabuzz.png
magmar,fire,,flame-body,495,Its body always burns with an orange glow that enables it to hide perfectly among flames.,https://img.pokemondb.net/sprites/black-white/normal/magmar.png,https://img.pokemondb.net/sprites/black-white/shiny/magmar.png,https://img.pokemondb.net/sprites/black-white/back-normal/magmar.png,https://img.pokemondb.net/sprites/black-white/back-shiny/magmar.png
pinsir,bug,,hyper-cutter,500,"If it fails to crush the victim in its pincers, it will swing it around and toss it hard.",https://img.pokemondb.net/sprites/black-white/normal/pinsir.png,https://img.pokemondb.net/sprites/black-white/shiny/pinsir.png,https://img.pokemondb.net/sprites/black-white/back-normal/pinsir.png,https://img.pokemondb.net/sprites/black-white/back-shiny/pinsir.png
tauros,normal,,intimidate,490,"When it targets an enemy, it charges furiously while whipping its body with its long tails.",https://img.pokemondb.net/sprites/black-white/normal/tauros.png,https://img.pokemondb.net/sprites/black-white/shiny/tauros.png,https://img.pokemondb.net/sprites/black-white/back-normal/tauros.png,https://img.pokemondb.net/sprites/black-white/back-shiny/tauros.png
magikarp,water,,swift-swim,200,"In the distant past, it was somewhat stronger than the horribly weak descendants that exist today.",https://img.pokemondb.net/sprites/black-white/normal/magikarp.png,https://img.pokemondb.net/sprites/black-white/shiny/magikarp.png,https://img.pokemondb.net/sprites/black-white/back-normal/magikarp.png,https://img.pokemondb.net/sprites/black-white/back-shiny/magikarp.png
gyarados,water,flying,intimidate,540,"Rarely seen in the wild. Huge and vicious, it is capable of destroying entire cities in a rage.",https://img.pokemondb.net/sprites/black-white/normal/gyarados.png,https://img.pokemondb.net/sprites/black-white/shiny/gyarados.png,https://img.pokemondb.net/sprites/black-white/back-normal/gyarados.png,https://img.pokemondb.net/sprites/black-white/back-shiny/gyarados.png
lapras,water,ice,water-absorb,535,A POKéMON that has been over­ hunted almost to extinction. It can ferry people across the water.,https://img.pokemondb.net/sprites/black-white/normal/lapras.png,https://img.pokemondb.net/sprites/black-white/shiny/lapras.png,https://img.pokemondb.net/sprites/black-white/back-normal/lapras.png,https://img.pokemondb.net/sprites/black-white/back-shiny/lapras.png
ditto,normal,,limber,288,Capable of copying an enemy's genetic code to instantly transform itself into a duplicate of the enemy.,https://img.pokemondb.net/sprites/black-white/normal/ditto.png,https://img.pokemondb.net/sprites/black-white/shiny/ditto.png,https://img.pokemondb.net/sprites/black-white/back-normal/ditto.png,https://img.pokemondb.net/sprites/black-white/back-shiny/ditto.png
eevee,normal,,run-away,325,Its genetic code is irregular. It may mutate if it is exposed to radiation from element STONEs.,https://img.pokemondb.net/sprites/black-white/normal/eevee.png,https://img.pokemondb.net/sprites/black-white/shiny/eevee.png,https://img.pokemondb.net/sprites/black-white/back-normal/eevee.png,https://img.pokemondb.net/sprites/black-white/back-shiny/eevee.png
vaporeon,water,,water-absorb,525,Lives close to water. Its long tail is ridged with a fin which is often mistaken for a mermaid's.,https://img.pokemondb.net/sprites/black-white/normal/vaporeon.png,https://img.pokemondb.net/sprites/black-white/shiny/vaporeon.png,https://img.pokemondb.net/sprites/black-white/back-normal/vaporeon.png,https://img.pokemondb.net/sprites/black-white/back-shiny/vaporeon.png
jolteon,electric,,volt-absorb,525,It accumulates negative ions in the atmosphere to blast out 10000- volt lightning bolts.,https://img.pokemondb.net/sprites/black-white/normal/jolteon.png,https://img.pokemondb.net/sprites/black-white/shiny/jolteon.png,https://img.pokemondb.net/sprites/black-white/back-normal/jolteon.png,https://img.pokemondb.net/sprites/black-white/back-shiny/jolteon.png
flareon,fire,,flash-fire,525,"When storing thermal energy in its body, its temperature could soar to over 1600 degrees.",https://img.pokemondb.net/sprites/black-white/normal/flareon.png,https://img.pokemondb.net/sprites/black-white/shiny/flareon.png,https://img.pokemondb.net/sprites/black-white/back-normal/flareon.png,https://img.pokemondb.net/sprites/black-white/back-shiny/flareon.png
porygon,normal,,trace,395,A POKéMON that consists entirely of programming code. Capable of moving freely in cyberspace.,https://img.pokemondb.net/sprites/black-white/normal/porygon.png,https://img.pokemondb.net/sprites/black-white/shiny/porygon.png,https://img.pokemondb.net/sprites/black-white/back-normal/porygon.png,https://img.pokemondb.net/sprites/black-white/back-shiny/porygon.png
omanyte,rock,water,swift-swim,355,"Although long extinct, in rare cases, it can be genetically resurrected from fossils.",https://img.pokemondb.net/sprites/black-white/normal/omanyte.png,https://img.pokemondb.net/sprites/black-white/shiny/omanyte.png,https://img.pokemondb.net/sprites/black-white/back-normal/omanyte.png,https://img.pokemondb.net/sprites/black-white/back-shiny/omanyte.png
omastar,rock,water,swift-swim,495,A prehistoric POKéMON that died out when its heavy shell made it impossible to catch prey.,https://img.pokemondb.net/sprites/black-white/normal/omastar.png,https://img.pokemondb.net/sprites/black-white/shiny/omastar.png,https://img.pokemondb.net/sprites/black-white/back-normal/omastar.png,https://img.pokemondb.net/sprites/black-white/back-shiny/omastar.png
kabuto,rock,water,swift-swim,355,A POKéMON that was resurrected from a fossil found in what was once the ocean floor eons ago.,https://img.pokemondb.net/sprites/black-white/normal/kabuto.png,https://img.pokemondb.net/sprites/black-white/shiny/kabuto.png,https://img.pokemondb.net/sprites/black-white/back-normal/kabuto.png,https://img.pokemondb.net/sprites/black-white/back-shiny/kabuto.png
kabutops,rock,water,swift-swim,495,Its sleek shape is perfect for swim­ ming. It slashes prey with its claws and drains the body fluids.,https://img.pokemondb.net/sprites/black-white/normal/kabutops.png,https://img.pokemondb.net/sprites/black-white/shiny/kabutops.png,https://img.pokemondb.net/sprites/black-white/back-normal/kabutops.png,https://img.pokemondb.net/sprites/black-white/back-shiny/kabutops.png
aerodactyl,rock,flying,rock-head,515,"A ferocious, pre­ historic POKéMON that goes for the enemy's throat with its serrated saw-like fangs.",https://img.pokemondb.net/sprites/black-white/normal/aerodactyl.png,https://img.pokemondb.net/sprites/black-white/shiny/aerodactyl.png,https://img.pokemondb.net/sprites/black-white/back-normal/aerodactyl.png,https://img.pokemondb.net/sprites/black-white/back-shiny/aerodactyl.png
snorlax,normal,,immunity,540,"Very lazy. Just eats and sleeps. As its rotund bulk builds, it becomes steadily more slothful.",https://img.pokemondb.net/sprites/black-white/normal/snorlax.png,https://img.pokemondb.net/sprites/black-white/shiny/snorlax.png,https://img.pokemondb.net/sprites/black-white/back-normal/snorlax.png,https://img.pokemondb.net/sprites/black-white/back-shiny/snorlax.png
articuno,ice,flying,pressure,580,A legendary bird POKéMON that is said to appear to doomed people who are lost in icy mountains.,https://img.pokemondb.net/sprites/black-white/normal/articuno.png,https://img.pokemondb.net/sprites/black-white/shiny/articuno.png,https://img.pokemondb.net/sprites/black-white/back-normal/articuno.png,https://img.pokemondb.net/sprites/black-white/back-shiny/articuno.png
zapdos,electric,flying,pressure,580,A legendary bird POKéMON that is said to appear from clouds while dropping enormous lightning bolts.,https://img.pokemondb.net/sprites/black-white/normal/zapdos.png,https://img.pokemondb.net/sprites/black-white/shiny/zapdos.png,https://img.pokemondb.net/sprites/black-white/back-normal/zapdos.png,https://img.pokemondb.net/sprites/black-white/back-shiny/zapdos.png
moltres,fire,flying,pressure,580,Known as the legendary bird of fire. Every flap of its wings creates a dazzling flash of flames.,https://img.pokemondb.net/sprites/black-white/normal/moltres.png,https://img.pokemondb.net/sprites/black-white/shiny/moltres.png,https://img.pokemondb.net/sprites/black-white/back-normal/moltres.png,https://img.pokemondb.net/sprites/black-white/back-shiny/moltres.png
dratini,dragon,,shed-skin,300,Long considered a mythical POKéMON until recently when a small colony was found living underwater.,https://img.pokemondb.net/sprites/black-white/normal/dratini.png,https://img.pokemondb.net/sprites/black-white/shiny/dratini.png,https://img.pokemondb.net/sprites/black-white/back-normal/dratini.png,https://img.pokemondb.net/sprites/black-white/back-shiny/dratini.png
dragonair,dragon,,shed-skin,420,A mystical POKéMON that exudes a gentle aura. Has the ability to change climate conditions.,https://img.pokemondb.net/sprites/black-white/normal/dragonair.png,https://img.pokemondb.net/sprites/black-white/shiny/dragonair.png,https://img.pokemondb.net/sprites/black-white/back-normal/dragonair.png,https://img.pokemondb.net/sprites/black-white/back-shiny/dragonair.png
dragonite,dragon,flying,inner-focus,600,An extremely rarely seen marine POKéMON. Its intelligence is said to match that of humans.,https://img.pokemondb.net/sprites/black-white/normal/dragonite.png,https://img.pokemondb.net/sprites/black-white/shiny/dragonite.png,https://img.pokemondb.net/sprites/black-white/back-normal/dragonite.png,https://img.pokemondb.net/sprites/black-white/back-shiny/dragonite.png
mewtwo,psychic,,pressure,680,It was created by a scientist after years of horrific gene splicing and DNA engineering experiments.,https://img.pokemondb.net/sprites/black-white/normal/mewtwo.png,https://img.pokemondb.net/sprites/black-white/shiny/mewtwo.png,https://img.pokemondb.net/sprites/black-white/back-normal/mewtwo.png,https://img.pokemondb.net/sprites/black-white/back-shiny/mewtwo.png
mew,psychic,,synchronize,600,So rare that it is still said to be a mirage by many experts. Only a few people have seen it worldwide.,https://img.pokemondb.net/sprites/black-white/normal/mew.png,https://img.pokemondb.net/sprites/black-white/shiny/mew.png,https://img.pokemondb.net/sprites/black-white/back-normal/mew.png,https://img.pokemondb.net/sprites/black-white/back-shiny/mew.png
